customer_id,contract_type,segment,base_arpu,tenure_months
709,Monthly,MidMarket,963.88,59
710,Quarterly,Enterprise,2109.18,43
711,Half-Yearly,SMB,2424.63,10
712,Quarterly,Enterprise,3872.96,23
713,Quarterly,SMB,3289.28,15
714,Monthly,Enterprise,2765.38,45
715,Monthly,MidMarket,2964.91,23
716,Annual,SMB,1919.63,40
717,Half-Yearly,SMB,1519.67,37
718,Annual,SMB,4133.71,34
719,Monthly,SMB,4073.13,16
720,Half-Yearly,SMB,6081.6,45
721,Annual,SMB,2089.11,51
722,Monthly,SMB,4071.5,41
723,Monthly,MidMarket,2623.68,47
724,Half-Yearly,SMB,5093.47,32
725,Quarterly,SMB,4721.51,38
726,Half-Yearly,MidMarket,3278.18,40
727,Monthly,SMB,2558.59,56
728,Half-Yearly,SMB,4593.6,46
729,Monthly,SMB,3988.25,5
730,Monthly,Enterprise,2190.76,17
731,Monthly,MidMarket,1640.06,22
732,Half-Yearly,SMB,2617.98,39
733,Quarterly,MidMarket,5895.45,41
734,Quarterly,MidMarket,4993.63,48
735,Monthly,MidMarket,1807.05,18
736,Half-Yearly,MidMarket,1762.54,28
737,Monthly,MidMarket,5290.18,13
738,Half-Yearly,SMB,1788.2,50
739,Monthly,SMB,3748.77,42
740,Monthly,SMB,2259.2,1
741,Quarterly,Enterprise,6171.33,53
742,Monthly,MidMarket,2107.61,50
743,Half-Yearly,MidMarket,4986.62,19
744,Quarterly,Enterprise,3239.54,34
745,Monthly,SMB,3339.2,59
746,Half-Yearly,MidMarket,1228.27,4
747,Monthly,MidMarket,1106.2,43
748,Quarterly,Enterprise,2699.29,3
749,Annual,Enterprise,3331.27,41
750,Quarterly,MidMarket,1796.62,10
751,Monthly,SMB,1826.37,28
752,Annual,MidMarket,3837.83,34
753,Quarterly,SMB,3840.22,39
754,Monthly,MidMarket,2801.8,47
755,Monthly,Enterprise,4234.8,59
756,Half-Yearly,SMB,1757.43,19
757,Quarterly,MidMarket,2539.77,42
758,Quarterly,SMB,6257.56,56
759,Half-Yearly,SMB,3074.03,52
760,Half-Yearly,SMB,3155.31,46
761,Monthly,MidMarket,8414.2,36
762,Monthly,Enterprise,1588.1,57
763,Monthly,Enterprise,4265.84,43
764,Half-Yearly,SMB,6303.08,3
765,Monthly,Enterprise,2575.54,23
766,Quarterly,MidMarket,4388.9,17
767,Half-Yearly,SMB,1916.18,7
768,Half-Yearly,SMB,2188.5,26
769,Monthly,SMB,3544.79,43
770,Half-Yearly,Enterprise,4269.94,18
771,Monthly,MidMarket,4936.55,46
772,Half-Yearly,MidMarket,6041.05,46
773,Monthly,SMB,2891.84,6
774,Monthly,MidMarket,5100.66,31
775,Half-Yearly,SMB,2555.4,29
776,Monthly,SMB,4473.57,9
777,Monthly,MidMarket,3272.7,54
778,Half-Yearly,SMB,3642.97,35
779,Half-Yearly,MidMarket,3606.81,17
780,Quarterly,SMB,1447.92,12
781,Quarterly,MidMarket,1797.49,36
782,Quarterly,SMB,3121.73,52
783,Monthly,MidMarket,1395.1,48
784,Monthly,SMB,4333.13,24
785,Monthly,SMB,4412.52,10
786,Annual,Enterprise,3453.79,58
787,Quarterly,SMB,1799.91,30
788,Monthly,MidMarket,5547.28,29
789,Quarterly,Enterprise,7455.78,39
790,Annual,SMB,3184.93,10
791,Monthly,SMB,3750.86,39
792,Quarterly,MidMarket,3264.24,55
793,Quarterly,Enterprise,3784.49,28
794,Quarterly,Enterprise,2824.82,18
795,Monthly,MidMarket,2934.95,41
796,Half-Yearly,MidMarket,4480.87,54
797,Annual,SMB,8565.78,50
798,Quarterly,Enterprise,1587.58,17
799,Quarterly,Enterprise,2844.9,11
800,Annual,SMB,1752.49,1
801,Half-Yearly,SMB,6102.24,17
802,Monthly,SMB,2288.19,36
803,Quarterly,SMB,1557.07,36
804,Quarterly,MidMarket,3972.63,46
805,Monthly,SMB,6535.08,9
806,Half-Yearly,SMB,4018.32,45
807,Annual,SMB,3268.74,28
808,Annual,Enterprise,3583.57,48
809,Quarterly,MidMarket,5634.58,33
810,Monthly,SMB,2011.45,3
811,Annual,SMB,2834.64,51
812,Half-Yearly,Enterprise,2431.56,8
813,Monthly,MidMarket,1762.45,50
814,Annual,SMB,2571.47,6
815,Half-Yearly,SMB,4907.28,59
816,Quarterly,SMB,3846.7,52
817,Quarterly,SMB,3983.59,58
818,Monthly,MidMarket,3184.07,6
819,Monthly,Enterprise,3772.51,29
820,Monthly,SMB,2079.19,37
821,Half-Yearly,MidMarket,2593.39,12
822,Monthly,SMB,3249.97,9
823,Monthly,MidMarket,3377.47,41
824,Monthly,MidMarket,3442.95,49
825,Quarterly,SMB,2801.05,19
826,Annual,SMB,2515.33,17
827,Monthly,MidMarket,12344.88,54
828,Monthly,SMB,4483.03,48
829,Half-Yearly,SMB,3590.03,44
830,Quarterly,MidMarket,2683.98,32
831,Monthly,Enterprise,2433.17,35
832,Quarterly,SMB,2810.56,14
833,Monthly,MidMarket,3400.82,49
834,Monthly,SMB,1278.96,54
835,Quarterly,MidMarket,1471.11,16
836,Monthly,MidMarket,2238.15,21
837,Annual,Enterprise,3272.18,12
838,Monthly,SMB,2676.67,24
839,Quarterly,MidMarket,5797.34,34
840,Quarterly,MidMarket,1529.84,8
841,Monthly,SMB,2125.78,44
842,Quarterly,SMB,5907.87,21
843,Monthly,SMB,3162.14,48
844,Annual,SMB,4438.98,8
845,Monthly,Enterprise,7503.02,28
846,Monthly,SMB,2181.54,16
847,Monthly,SMB,2850.67,10
848,Annual,MidMarket,2637.03,52
849,Quarterly,SMB,1236.99,15
850,Quarterly,MidMarket,2592.35,4
851,Monthly,SMB,4431.43,26
852,Half-Yearly,Enterprise,3801.93,15
853,Monthly,Enterprise,3938.63,36
854,Half-Yearly,Enterprise,2517.5,32
855,Monthly,SMB,2218.88,43
856,Monthly,MidMarket,5277.27,38
857,Monthly,SMB,2383.22,4
858,Quarterly,SMB,3402.74,41
859,Quarterly,SMB,3208.31,9
860,Monthly,MidMarket,5754.7,35
861,Half-Yearly,SMB,4615.32,55
862,Quarterly,MidMarket,1664.26,28
863,Quarterly,SMB,1746.91,37
864,Monthly,SMB,3868.06,47
865,Monthly,MidMarket,2895.89,9
866,Quarterly,SMB,2428.85,2
867,Monthly,MidMarket,4708.07,3
868,Monthly,SMB,3243.33,58
869,Half-Yearly,MidMarket,3052.16,53
870,Annual,MidMarket,4234.09,44
871,Monthly,SMB,2517.95,48
872,Monthly,SMB,6038.03,5
873,Quarterly,MidMarket,2090.96,10
874,Monthly,MidMarket,4006.28,28
875,Monthly,SMB,5682.94,15
876,Monthly,SMB,1603.94,14
877,Half-Yearly,Enterprise,2554.21,46
878,Quarterly,MidMarket,4984.03,23
879,Monthly,SMB,5017.87,13
880,Monthly,SMB,2759.56,16
881,Monthly,SMB,2141.79,30
882,Quarterly,MidMarket,4583.28,40
883,Monthly,SMB,5077.62,8
884,Monthly,Enterprise,1764.99,17
885,Half-Yearly,SMB,1734.09,30
886,Monthly,SMB,3298.97,17
887,Quarterly,MidMarket,3956.88,35
888,Monthly,Enterprise,2605.6,1
889,Monthly,MidMarket,4046.8,49
890,Monthly,SMB,2165.57,58
891,Half-Yearly,MidMarket,1151.0,24
892,Half-Yearly,MidMarket,2463.27,48
893,Half-Yearly,SMB,3067.0,49
894,Monthly,SMB,2632.98,25
895,Quarterly,SMB,1769.81,2
896,Monthly,SMB,1316.8,25
897,Monthly,Enterprise,2365.3,14
898,Half-Yearly,SMB,4464.65,39
899,Monthly,Enterprise,5246.36,57
900,Monthly,MidMarket,5087.14,51
901,Monthly,MidMarket,2064.91,33
902,Monthly,MidMarket,1773.72,17
903,Monthly,SMB,3727.47,59
904,Quarterly,SMB,3967.12,31
905,Monthly,SMB,3569.13,10
906,Half-Yearly,MidMarket,1204.32,6
907,Half-Yearly,SMB,2018.08,39
908,Monthly,MidMarket,2941.4,25
909,Monthly,SMB,3711.71,38
910,Monthly,SMB,4210.3,37
911,Quarterly,SMB,3180.88,30
912,Monthly,Enterprise,3459.41,34
913,Quarterly,MidMarket,3097.0,18
914,Monthly,SMB,4058.34,24
915,Quarterly,MidMarket,3431.63,49
916,Monthly,SMB,3070.46,56
917,Monthly,Enterprise,2641.85,27
918,Annual,MidMarket,3092.02,58
919,Half-Yearly,SMB,3707.33,27
920,Monthly,MidMarket,3362.24,55
921,Half-Yearly,SMB,3538.19,39
922,Quarterly,Enterprise,5454.66,21
923,Half-Yearly,SMB,3358.75,19
924,Half-Yearly,MidMarket,2225.98,39
925,Monthly,SMB,4436.51,23
926,Monthly,MidMarket,1611.97,39
927,Monthly,MidMarket,1832.37,48
928,Quarterly,MidMarket,3467.3,44
929,Quarterly,MidMarket,3760.77,47
930,Monthly,Enterprise,1702.29,15
931,Monthly,SMB,2509.23,43
932,Half-Yearly,SMB,2269.38,2
933,Annual,SMB,2394.66,35
934,Quarterly,Enterprise,4557.91,51
935,Monthly,SMB,4096.66,20
936,Monthly,MidMarket,2955.42,28
937,Monthly,MidMarket,2331.62,57
938,Annual,SMB,1624.02,58
939,Monthly,SMB,5648.15,15
940,Quarterly,SMB,3891.12,16
941,Monthly,SMB,2168.95,33
942,Quarterly,SMB,4120.87,47
943,Quarterly,SMB,2888.23,12
944,Half-Yearly,Enterprise,2619.66,39
945,Monthly,Enterprise,3625.85,39
946,Monthly,SMB,2135.22,43
947,Monthly,SMB,2553.73,20
948,Annual,SMB,3148.42,29
949,Half-Yearly,MidMarket,2380.93,43
950,Quarterly,MidMarket,4028.25,49
951,Quarterly,SMB,6912.45,3
952,Quarterly,SMB,2122.96,48
953,Monthly,MidMarket,1409.08,5
954,Annual,MidMarket,1211.02,2
955,Monthly,SMB,2785.8,23
956,Monthly,MidMarket,2211.83,26
957,Quarterly,SMB,3273.25,26
958,Monthly,SMB,3164.24,7
959,Monthly,MidMarket,1448.89,10
960,Half-Yearly,MidMarket,1317.25,5
961,Monthly,SMB,3405.58,47
962,Quarterly,Enterprise,3168.28,12
963,Monthly,SMB,2461.14,32
964,Monthly,MidMarket,1414.15,42
965,Monthly,SMB,3685.37,31
966,Monthly,Enterprise,5283.56,22
967,Half-Yearly,Enterprise,3378.18,17
968,Monthly,SMB,2035.78,20
969,Quarterly,Enterprise,3041.32,20
970,Quarterly,MidMarket,1612.03,43
971,Quarterly,MidMarket,4798.61,8
972,Annual,SMB,3092.79,47
973,Half-Yearly,MidMarket,1345.24,34
974,Monthly,Enterprise,2603.72,49
975,Monthly,SMB,3671.98,23
976,Monthly,Enterprise,2566.06,38
977,Quarterly,SMB,2632.92,53
978,Monthly,SMB,1718.18,28
979,Quarterly,MidMarket,3846.59,13
980,Quarterly,MidMarket,2226.51,29
981,Monthly,MidMarket,1129.58,8
982,Half-Yearly,SMB,2522.32,11
983,Monthly,Enterprise,4635.58,47
984,Monthly,SMB,2504.59,45
985,Half-Yearly,SMB,6516.5,18
986,Quarterly,SMB,3615.68,50
987,Quarterly,MidMarket,3471.84,25
988,Monthly,Enterprise,2813.6,49
989,Monthly,MidMarket,2890.75,22
990,Half-Yearly,MidMarket,2647.73,45
991,Half-Yearly,SMB,2601.85,35
992,Quarterly,MidMarket,3785.34,29
993,Monthly,SMB,1956.43,21
994,Quarterly,SMB,1836.92,56
995,Monthly,SMB,1798.24,7
996,Monthly,MidMarket,7484.16,12
997,Annual,MidMarket,3784.44,36
998,Monthly,MidMarket,3418.72,24
999,Annual,SMB,1852.18,32
1000,Monthly,SMB,3946.18,27
1001,Monthly,MidMarket,2828.62,32
1002,Quarterly,SMB,3282.55,59
1003,Half-Yearly,Enterprise,1920.85,32
1004,Half-Yearly,MidMarket,3203.89,32
1005,Half-Yearly,SMB,2463.34,26
1006,Quarterly,Enterprise,2112.18,11
1007,Quarterly,MidMarket,4147.86,46
1008,Half-Yearly,SMB,1492.24,18
1009,Monthly,MidMarket,3843.54,39
1010,Quarterly,SMB,4056.27,5
1011,Monthly,MidMarket,2006.53,16
1012,Annual,MidMarket,2060.81,11
1013,Annual,Enterprise,2696.31,54
1014,Monthly,MidMarket,3384.35,35
1015,Half-Yearly,SMB,2782.81,48
1016,Annual,MidMarket,3623.16,11
1017,Monthly,SMB,6590.21,42
1018,Quarterly,MidMarket,2372.09,23
1019,Annual,MidMarket,1377.7,55
1020,Monthly,SMB,4322.83,34
1021,Quarterly,SMB,6358.14,48
1022,Monthly,Enterprise,3557.26,17
1023,Annual,Enterprise,1827.15,10
1024,Annual,SMB,2819.31,18
1025,Annual,SMB,1802.02,44
1026,Quarterly,SMB,3980.99,8
1027,Half-Yearly,Enterprise,1622.82,59
1028,Half-Yearly,SMB,2604.36,26
1029,Monthly,MidMarket,1897.04,3
1030,Half-Yearly,SMB,3156.03,59
1031,Monthly,MidMarket,2527.91,52
1032,Quarterly,SMB,3227.76,24
1033,Monthly,MidMarket,3011.09,3
1034,Monthly,SMB,1912.19,38
1035,Monthly,MidMarket,3952.46,2
1036,Quarterly,SMB,2916.25,35
1037,Monthly,MidMarket,1910.58,17
1038,Half-Yearly,Enterprise,8171.58,9
1039,Monthly,SMB,3693.74,36
1040,Monthly,Enterprise,2782.3,22
1041,Quarterly,MidMarket,5635.5,31
1042,Half-Yearly,SMB,6828.2,55
1043,Monthly,SMB,2792.22,34
1044,Quarterly,SMB,3485.37,24
1045,Half-Yearly,MidMarket,1911.03,9
1046,Quarterly,MidMarket,2789.91,46
1047,Monthly,SMB,2725.54,58
1048,Monthly,MidMarket,3239.49,43
1049,Half-Yearly,MidMarket,3462.49,2
1050,Monthly,Enterprise,3834.99,21
1051,Half-Yearly,MidMarket,3317.41,34
1052,Quarterly,Enterprise,1728.77,27
1053,Annual,MidMarket,1954.11,37
1054,Half-Yearly,SMB,2331.15,7
1055,Annual,MidMarket,2625.41,22
1056,Monthly,SMB,4783.12,4
1057,Half-Yearly,SMB,1766.36,14
1058,Monthly,SMB,2538.08,34
1059,Quarterly,MidMarket,4577.25,23
1060,Quarterly,MidMarket,2604.65,44
1061,Half-Yearly,SMB,3667.21,42
1062,Annual,SMB,2799.53,25
1063,Half-Yearly,SMB,3346.11,1
1064,Monthly,MidMarket,2689.71,51
1065,Monthly,SMB,4024.59,55
1066,Half-Yearly,MidMarket,1487.31,48
1067,Monthly,SMB,2531.35,15
1068,Monthly,SMB,3406.56,32
1069,Monthly,SMB,3790.16,14
1070,Monthly,SMB,5836.16,41
1071,Monthly,Enterprise,2499.98,21
1072,Monthly,SMB,5800.89,55
1073,Monthly,SMB,2215.96,47
1074,Monthly,SMB,5420.22,58
1075,Annual,SMB,4306.41,7
1076,Monthly,SMB,1976.22,36
1077,Monthly,SMB,3422.64,21
1078,Quarterly,MidMarket,2913.01,50
1079,Monthly,MidMarket,3950.17,40
1080,Annual,SMB,2696.01,12
1081,Half-Yearly,SMB,2596.03,15
1082,Monthly,Enterprise,5519.78,15
1083,Monthly,SMB,2851.43,17
1084,Half-Yearly,SMB,4323.8,34
1085,Annual,SMB,2693.49,44
1086,Quarterly,SMB,6310.68,35
1087,Quarterly,MidMarket,2196.78,39
1088,Monthly,SMB,2261.16,38
1089,Annual,MidMarket,5919.65,14
1090,Monthly,SMB,2440.05,55
1091,Annual,SMB,6127.14,59
1092,Quarterly,MidMarket,4452.98,5
1093,Quarterly,SMB,2780.56,30
1094,Quarterly,MidMarket,1318.19,4
1095,Monthly,SMB,2955.16,15
1096,Monthly,MidMarket,3120.45,39
1097,Monthly,SMB,5040.44,35
1098,Monthly,Enterprise,6092.42,45
1099,Half-Yearly,SMB,2190.22,10
1100,Monthly,Enterprise,4274.97,55
1101,Monthly,SMB,4206.69,2
1102,Annual,MidMarket,4832.1,44
1103,Half-Yearly,SMB,3730.92,24
1104,Annual,Enterprise,1243.74,28
1105,Annual,SMB,2779.59,22
1106,Monthly,SMB,1772.12,44
1107,Monthly,SMB,2721.2,32
1108,Half-Yearly,SMB,4633.19,31
1109,Quarterly,SMB,3419.73,19
1110,Monthly,Enterprise,4997.24,51
1111,Half-Yearly,Enterprise,3476.53,21
1112,Monthly,SMB,1661.96,3
1113,Monthly,Enterprise,958.74,6
1114,Quarterly,MidMarket,3187.41,32
1115,Quarterly,SMB,2707.37,2
1116,Quarterly,MidMarket,1920.56,24
1117,Monthly,MidMarket,1386.75,45
1118,Half-Yearly,Enterprise,2141.72,59
1119,Monthly,SMB,2731.15,27
1120,Monthly,MidMarket,4022.44,9
1121,Half-Yearly,SMB,3245.04,13
1122,Annual,SMB,6146.45,55
1123,Half-Yearly,SMB,1870.53,14
1124,Half-Yearly,Enterprise,4431.43,51
1125,Quarterly,MidMarket,3045.09,11
1126,Quarterly,MidMarket,4074.9,14
1127,Monthly,MidMarket,2449.33,16
1128,Monthly,SMB,4828.33,10
1129,Monthly,SMB,3404.49,20
1130,Monthly,SMB,2195.69,16
1131,Half-Yearly,SMB,2964.87,58
1132,Quarterly,MidMarket,2676.32,34
1133,Monthly,MidMarket,3714.99,57
1134,Monthly,SMB,1753.03,16
1135,Quarterly,SMB,2941.84,14
1136,Monthly,SMB,3561.33,53
1137,Half-Yearly,SMB,3025.59,28
1138,Quarterly,Enterprise,5465.02,18
1139,Quarterly,MidMarket,4223.04,26
1140,Quarterly,MidMarket,2970.94,38
1141,Half-Yearly,SMB,3286.28,7
1142,Monthly,SMB,3405.17,45
1143,Quarterly,SMB,3574.16,34
1144,Quarterly,Enterprise,1310.88,47
1145,Monthly,MidMarket,2602.72,49
1146,Half-Yearly,SMB,1528.44,45
1147,Half-Yearly,MidMarket,5298.75,7
1148,Quarterly,SMB,2900.44,33
1149,Half-Yearly,MidMarket,2732.57,35
1150,Half-Yearly,Enterprise,4462.92,52
1151,Half-Yearly,MidMarket,3604.89,50
1152,Half-Yearly,MidMarket,1793.84,39
1153,Quarterly,SMB,2887.34,21
1154,Quarterly,SMB,2563.62,49
1155,Quarterly,SMB,1359.62,28
1156,Half-Yearly,SMB,2185.01,32
1157,Monthly,MidMarket,2744.64,44
1158,Half-Yearly,MidMarket,2830.68,16
1159,Half-Yearly,SMB,1529.96,56
1160,Monthly,MidMarket,5005.28,10
1161,Half-Yearly,SMB,2847.09,23
1162,Monthly,SMB,3031.76,48
1163,Monthly,SMB,3569.89,52
1164,Half-Yearly,SMB,2090.93,50
1165,Monthly,SMB,3660.52,15
1166,Half-Yearly,SMB,2527.07,55
1167,Half-Yearly,SMB,1991.29,43
1168,Quarterly,Enterprise,3858.57,50
1169,Monthly,SMB,5832.8,6
1170,Monthly,SMB,4130.58,33
1171,Quarterly,SMB,4515.81,55
1172,Annual,MidMarket,2358.35,39
1173,Quarterly,SMB,1452.54,12
1174,Monthly,MidMarket,5828.77,52
1175,Quarterly,MidMarket,7514.06,36
1176,Quarterly,MidMarket,5968.57,31
1177,Half-Yearly,MidMarket,2562.9,10
1178,Monthly,SMB,1772.98,53
1179,Half-Yearly,SMB,1845.38,34
1180,Quarterly,SMB,1397.33,41
1181,Annual,MidMarket,2840.34,10
1182,Monthly,SMB,6139.85,52
1183,Quarterly,SMB,2796.86,11
1184,Annual,Enterprise,3415.38,57
1185,Monthly,SMB,5535.95,14
1186,Annual,MidMarket,2485.32,3
1187,Quarterly,MidMarket,7450.15,57
1188,Monthly,SMB,7305.94,33
1189,Monthly,SMB,2810.17,7
1190,Half-Yearly,SMB,2298.72,4
1191,Monthly,MidMarket,4079.61,39
1192,Quarterly,MidMarket,2549.4,48
1193,Monthly,MidMarket,1771.44,10
1194,Quarterly,Enterprise,5305.81,15
1195,Monthly,MidMarket,5153.35,16
1196,Half-Yearly,SMB,3197.04,38
1197,Annual,SMB,1688.69,4
1198,Annual,MidMarket,1714.22,4
1199,Half-Yearly,SMB,3128.33,56
1200,Monthly,SMB,2380.48,55
1201,Half-Yearly,MidMarket,2556.79,36
1202,Monthly,SMB,4721.51,27
1203,Monthly,Enterprise,4146.13,22
1204,Monthly,MidMarket,5542.3,22
1205,Quarterly,SMB,1908.78,17
1206,Half-Yearly,Enterprise,2554.38,45
1207,Quarterly,SMB,4194.55,34
1208,Monthly,SMB,3646.91,32
1209,Monthly,SMB,5940.63,52
1210,Annual,SMB,3601.99,6
1211,Monthly,SMB,6847.57,54
1212,Quarterly,SMB,3800.96,33
1213,Monthly,SMB,4807.71,8
1214,Half-Yearly,SMB,2577.1,50
1215,Quarterly,MidMarket,3000.19,53
1216,Monthly,MidMarket,4491.42,36
1217,Monthly,SMB,6160.05,5
1218,Quarterly,SMB,4138.78,5
1219,Quarterly,SMB,2871.45,47
1220,Monthly,SMB,5540.28,10
1221,Annual,MidMarket,1111.66,40
1222,Monthly,MidMarket,1571.83,58
1223,Monthly,SMB,4051.07,7
1224,Annual,SMB,2999.94,12
1225,Monthly,SMB,3914.65,30
1226,Quarterly,MidMarket,3068.62,25
1227,Monthly,SMB,3854.23,28
1228,Monthly,Enterprise,2066.31,43
1229,Annual,MidMarket,3853.43,13
1230,Monthly,SMB,4663.34,47
1231,Half-Yearly,MidMarket,5162.87,49
1232,Monthly,Enterprise,7376.83,22
1233,Monthly,MidMarket,3327.06,54
1234,Monthly,SMB,3372.0,18
1235,Quarterly,SMB,1502.03,27
1236,Monthly,MidMarket,2346.93,8
1237,Half-Yearly,MidMarket,2732.88,6
1238,Quarterly,MidMarket,4782.14,11
1239,Annual,Enterprise,2264.36,29
1240,Monthly,Enterprise,4265.66,58
1241,Half-Yearly,Enterprise,2978.78,41
1242,Half-Yearly,SMB,2752.53,58
1243,Half-Yearly,MidMarket,3334.25,5
1244,Half-Yearly,MidMarket,2499.83,7
1245,Half-Yearly,MidMarket,2457.58,22
1246,Quarterly,MidMarket,1384.16,59
1247,Monthly,SMB,2666.23,47
1248,Monthly,MidMarket,2401.9,53
1249,Annual,MidMarket,2363.29,54
1250,Quarterly,SMB,3596.06,4
1251,Half-Yearly,SMB,4009.35,32
1252,Quarterly,SMB,3309.29,19
1253,Monthly,SMB,4665.44,45
1254,Monthly,SMB,3862.24,33
1255,Quarterly,SMB,2610.31,1
1256,Monthly,MidMarket,2420.46,54
1257,Monthly,MidMarket,3431.56,46
1258,Quarterly,MidMarket,3859.12,41
1259,Monthly,MidMarket,5591.65,56
1260,Quarterly,SMB,5095.07,44
1261,Monthly,SMB,2336.33,50
1262,Half-Yearly,Enterprise,2847.22,41
1263,Monthly,SMB,4031.76,8
1264,Quarterly,Enterprise,4820.34,32
1265,Monthly,MidMarket,4548.42,30
1266,Monthly,MidMarket,2896.49,46
1267,Monthly,Enterprise,1695.43,28
1268,Quarterly,SMB,1901.65,41
1269,Quarterly,SMB,3370.06,52
1270,Monthly,MidMarket,3477.27,32
1271,Quarterly,SMB,1818.19,25
1272,Half-Yearly,Enterprise,3041.35,34
1273,Half-Yearly,SMB,3960.2,33
1274,Monthly,MidMarket,1775.7,13
1275,Quarterly,MidMarket,4901.27,25
1276,Monthly,MidMarket,2515.21,42
1277,Monthly,SMB,5249.7,40
1278,Annual,SMB,2344.78,39
1279,Monthly,MidMarket,1878.1,56
1280,Quarterly,SMB,2425.61,44
1281,Quarterly,MidMarket,2856.02,49
1282,Half-Yearly,MidMarket,2502.85,57
1283,Quarterly,MidMarket,2704.84,44
1284,Monthly,MidMarket,3464.36,48
1285,Monthly,SMB,2759.95,10
1286,Quarterly,MidMarket,2893.58,59
1287,Monthly,Enterprise,1381.39,57
1288,Monthly,SMB,3555.55,31
1289,Monthly,Enterprise,2863.67,44
1290,Monthly,SMB,6152.61,11
1291,Monthly,SMB,1953.14,25
1292,Monthly,SMB,1321.16,46
1293,Quarterly,Enterprise,3936.83,54
1294,Quarterly,SMB,3484.0,52
1295,Half-Yearly,Enterprise,1893.54,45
1296,Monthly,Enterprise,1497.59,34
1297,Monthly,SMB,5954.06,59
1298,Monthly,SMB,5632.73,20
1299,Quarterly,MidMarket,973.25,7
1300,Half-Yearly,SMB,2425.52,33
1301,Monthly,MidMarket,6303.66,57
1302,Annual,SMB,2406.12,35
1303,Monthly,SMB,2390.42,29
1304,Quarterly,MidMarket,2624.8,52
1305,Half-Yearly,SMB,1800.1,12
1306,Half-Yearly,SMB,1384.16,5
1307,Half-Yearly,SMB,4786.94,12
1308,Half-Yearly,SMB,1300.73,29
1309,Monthly,MidMarket,3331.81,35
1310,Half-Yearly,MidMarket,4442.45,20
1311,Monthly,SMB,1551.45,37
1312,Half-Yearly,MidMarket,1966.63,1
1313,Quarterly,MidMarket,5145.77,16
1314,Half-Yearly,SMB,3788.79,30
1315,Quarterly,SMB,2257.97,9
1316,Quarterly,Enterprise,5120.52,42
1317,Quarterly,MidMarket,5130.41,10
1318,Half-Yearly,MidMarket,3364.63,13
1319,Monthly,MidMarket,1988.09,48
1320,Monthly,SMB,2474.88,20
1321,Monthly,MidMarket,3390.98,29
1322,Monthly,MidMarket,2738.41,57
1323,Half-Yearly,MidMarket,4548.4,4
1324,Monthly,SMB,1497.57,46
1325,Annual,SMB,1521.7,49
1326,Monthly,SMB,3233.73,28
1327,Monthly,Enterprise,2389.42,37
1328,Half-Yearly,SMB,2248.07,13
1329,Quarterly,SMB,1345.3,57
1330,Quarterly,SMB,3007.29,3
1331,Quarterly,SMB,2911.02,37
1332,Half-Yearly,MidMarket,4000.06,48
1333,Monthly,MidMarket,3074.84,19
1334,Annual,MidMarket,2808.28,28
1335,Annual,SMB,5062.68,19
1336,Quarterly,MidMarket,1651.42,17
1337,Monthly,SMB,3794.76,18
1338,Quarterly,SMB,1405.27,18
1339,Monthly,SMB,2044.15,57
1340,Monthly,SMB,1727.28,23
1341,Monthly,SMB,4238.12,40
1342,Quarterly,MidMarket,2894.49,50
1343,Half-Yearly,MidMarket,2962.9,9
1344,Half-Yearly,MidMarket,1811.61,29
1345,Half-Yearly,SMB,2604.87,51
1346,Monthly,SMB,2114.22,42
1347,Monthly,SMB,3542.38,29
1348,Monthly,Enterprise,1908.38,2
1349,Annual,MidMarket,5423.02,17
1350,Monthly,MidMarket,1402.47,57
1351,Half-Yearly,SMB,2073.65,56
1352,Quarterly,MidMarket,6340.67,45
1353,Monthly,SMB,2450.84,31
1354,Half-Yearly,MidMarket,1649.63,28
1355,Quarterly,Enterprise,3289.8,43
1356,Half-Yearly,Enterprise,2406.85,48
1357,Annual,MidMarket,2046.44,52
1358,Monthly,SMB,1820.48,39
1359,Monthly,Enterprise,10360.63,30
1360,Quarterly,MidMarket,2661.92,35
1361,Annual,SMB,1253.25,48
1362,Monthly,SMB,5838.15,51
1363,Quarterly,SMB,3924.45,20
1364,Quarterly,SMB,2111.37,16
1365,Half-Yearly,SMB,1958.82,34
1366,Monthly,MidMarket,4036.22,14
1367,Half-Yearly,SMB,2667.47,26
1368,Annual,SMB,1253.02,20
1369,Monthly,MidMarket,6662.55,42
1370,Monthly,MidMarket,2452.11,51
1371,Annual,MidMarket,5843.04,24
1372,Monthly,SMB,5299.12,43
1373,Half-Yearly,Enterprise,1899.88,18
1374,Quarterly,Enterprise,4745.42,43
1375,Monthly,SMB,2223.53,9
1376,Half-Yearly,SMB,1286.89,19
1377,Monthly,MidMarket,2462.5,20
1378,Quarterly,MidMarket,3565.06,42
1379,Monthly,Enterprise,2420.59,30
1380,Quarterly,Enterprise,2596.26,26
1381,Monthly,MidMarket,4987.07,31
1382,Monthly,MidMarket,3127.29,35
1383,Annual,SMB,2039.61,3
1384,Monthly,SMB,4088.42,56
1385,Quarterly,SMB,3258.28,40
1386,Monthly,MidMarket,958.41,29
1387,Half-Yearly,MidMarket,3614.68,6
1388,Monthly,MidMarket,3555.76,52
1389,Annual,SMB,3008.07,1
1390,Quarterly,MidMarket,4452.7,52
1391,Monthly,SMB,2202.66,24
1392,Monthly,SMB,3468.32,38
1393,Monthly,MidMarket,1472.72,34
1394,Quarterly,MidMarket,3580.26,51
1395,Monthly,Enterprise,7178.72,7
